"id";"kode_normalisasi";"nama_material";"deskripsi";"satuan";"harga";"created_at";"updated_at"
"1284";"000000004120442";"BOX;SKTR;PLATE;400A 8 LINES 2 CABANG";;"BH";"0";NULL;NULL
"1285";"000000004120443";"BOX;SKTR;PLATE;400A 6 LINES 2 CABANG";;"BH";"14272500";NULL;NULL
"1286";"000000004120443";"BOX;SKTR;PLATE;400A 6 LINES 2 CABANG";;"BH";"14272500";NULL;NULL
"1287";"000000004120444";"BOX;SKTR;PLATE;160A 4 LINES 2 CABANG";;"BH";"0";NULL;NULL
"1288";"000000004120444";"BOX;SKTR;PLATE;160A 4 LINES 2 CABANG";;"BH";"0";NULL;NULL
"1289";"000000004120445";"BOX;SKTR;PLATE;250A 6 LINES 2 CABANG";;"BH";"13090000";NULL;NULL
"1290";"000000004120445";"BOX;SKTR;PLATE;250A 6 LINES 2 CABANG";;"BH";"13090000";NULL;NULL
"1291";"000000004120446";"BOX;SKTR;PLATE;250A 8 LINES 3 CABANG";;"BH";"0";NULL;NULL
"1292";"000000004120446";"BOX;SKTR;PLATE;250A 8 LINES 3 CABANG";;"BH";"0";NULL;NULL
"1293";"000000004120467";"BOX;APPMCCB80A+STRIP;AL2MM;1205X420X250";;"SET";"13293170";NULL;NULL
"1294";"000000004120467";"BOX;APPMCCB80A+STRIP;AL2MM;1205X420X250";;"SET";"13293170";NULL;NULL
"1295";"000000004120468";"BOX;APPMCCB100A+STRIP;AL2MM;1205X420X250";;"SET";"13293170";NULL;NULL
"1296";"000000004120468";"BOX;APPMCCB100A+STRIP;AL2MM;1205X420X250";;"SET";"13293170";NULL;NULL
"1297";"000000004120469";"BOX;APPMCCB125A+STRIP;AL2MM;1205X420X250";;"SET";"13859670";NULL;NULL
"1298";"000000004120469";"BOX;APPMCCB125A+STRIP;AL2MM;1205X420X250";;"SET";"13859670";NULL;NULL
"1299";"000000004120470";"BOX;APPMCCB160A+STRIP;AL2MM;1205X420X250";;"SET";"13859670";NULL;NULL
"1300";"000000004120470";"BOX;APPMCCB160A+STRIP;AL2MM;1205X420X250";;"SET";"13859670";NULL;NULL
"1301";"000000004120471";"BOX;APPMCCB200A+STRIP;AL2MM;1205X420X250";;"SET";"14607670";NULL;NULL
"1302";"000000004120471";"BOX;APPMCCB200A+STRIP;AL2MM;1205X420X250";;"SET";"14607670";NULL;NULL
"1303";"000000004120472";"BOX;APPMCCB225A+STRIP;AL2MM;1205X420X250";;"SET";"0";NULL;NULL
"1304";"000000004120472";"BOX;APPMCCB225A+STRIP;AL2MM;1205X420X250";;"SET";"0";NULL;NULL
"1305";"000000004120473";"BOX;APPMCCB250A+STRIP;AL2MM;1205X420X250";;"SET";"14607670";NULL;NULL
"1306";"000000004120473";"BOX;APPMCCB250A+STRIP;AL2MM;1205X420X250";;"SET";"14607670";NULL;NULL
"1307";"000000004120474";"BOX;APPMCCB300A+STRIP;AL2MM;1205X420X250";;"SET";"15350170";NULL;NULL
"1308";"000000004120474";"BOX;APPMCCB300A+STRIP;AL2MM;1205X420X250";;"SET";"15350170";NULL;NULL
"1309";"000000004120475";"BOX;APP;AL1.6MM;645X400X200MM";;"SET";"3384920";NULL;NULL
"1310";"000000004120475";"BOX;APP;AL1.6MM;645X400X200MM";;"SET";"3384920";NULL;NULL
"1311";"000000004150048";"PANEL ACC;TEST BLOCK CURRENT";;"BH";"2798125";NULL;NULL
"1312";"000000004150048";"PANEL ACC;TEST BLOCK CURRENT";;"BH";"2798125";NULL;NULL
"1313";"000000004150048";"PANEL ACC;TEST BLOCK CURRENT";;"BH";"2798125";NULL;NULL
"1314";"000000004150062";"PANEL ACC;MAIN SWITCH 400V 400A 3P";;"BH";"7821000";NULL;NULL
"1315";"000000004150062";"PANEL ACC;MAIN SWITCH 400V 400A 3P";;"BH";"7821000";NULL;NULL
"1316";"000000004150099";"PANEL ACC;AUTOMATIC TRANSFER SWITCH 400A";;"BH";"51315000";NULL;NULL
"1317";"000000004150099";"PANEL ACC;AUTOMATIC TRANSFER SWITCH 400A";;"BH";"51315000";NULL;NULL
"1318";"000000004150125";"PANEL ACC;CABLE PROTECTOR";;"BH";"0";NULL;NULL
"1319";"000000004150125";"PANEL ACC;CABLE PROTECTOR";;"BH";"0";NULL;NULL
"1320";"000000004150224";"PANEL ACC;AUTOMATIC TRANSFER SWITCH 125A";;"BH";"31350000";NULL;NULL
"1321";"000000004150224";"PANEL ACC;AUTOMATIC TRANSFER SWITCH 125A";;"BH";"31350000";NULL;NULL
"1322";"000000004150225";"PANEL ACC;AUTOMATIC TRANSFER SWITCH 250A";;"BH";"43824000";NULL;NULL
"1323";"000000004150225";"PANEL ACC;AUTOMATIC TRANSFER SWITCH 250A";;"BH";"43824000";NULL;NULL
"1324";"000000004150228";"PANEL ACC;AUTOMATIC TRANSFER SWITCH 80A";;"SET";"13750000";NULL;NULL
"1325";"000000004150228";"PANEL ACC;AUTOMATIC TRANSFER SWITCH 80A";;"SET";"13750000";NULL;NULL
"1326";"000000004150229";"PANEL ACC;AUTOMATIC TRANSFER SWITCH 100A";;"SET";"23650000";NULL;NULL
"1327";"000000004150229";"PANEL ACC;AUTOMATIC TRANSFER SWITCH 100A";;"SET";"23650000";NULL;NULL
"1328";"000000004150230";"PANEL ACC;AUTOMATIC TRANSFER SWITCH 160A";;"SET";"31350000";NULL;NULL
"1329";"000000004150230";"PANEL ACC;AUTOMATIC TRANSFER SWITCH 160A";;"SET";"31350000";NULL;NULL
"1330";"000000004150231";"PANEL ACC;AUTOMATIC TRANSFER SWITCH 330A";;"SET";"51480000";NULL;NULL
"1331";"000000004150231";"PANEL ACC;AUTOMATIC TRANSFER SWITCH 330A";;"SET";"51480000";NULL;NULL
"1332";"000000004150248";"PANEL ACC;AUTOMATIC TRANSFER SWITCH 65A";;"BH";"13750000";NULL;NULL
"1333";"000000004150248";"PANEL ACC;AUTOMATIC TRANSFER SWITCH 65A";;"BH";"13750000";NULL;NULL
"1334";"000000004150266";"PANEL ACC;WATER LVL PROTECTOR CTRL 200A";;"BH";"6820000";NULL;NULL
"1335";"000000004150266";"PANEL ACC;WATER LVL PROTECTOR CTRL 200A";;"BH";"6820000";NULL;NULL
"1336";"000000004160015";"CABLE CTRL;NYAF;1X4mm2;0.6/1kV;OH";;"M";"0";NULL;NULL
"1337";"000000004160015";"CABLE CTRL;NYAF;1X4mm2;0.6/1kV;OH";;"M";"0";NULL;NULL
"1338";"000000004160016";"CABLE CTRL;NYAF;1X6mm2;0.6/1kV;OH";;"M";"11452";NULL;NULL
"1339";"000000004160016";"CABLE CTRL;NYAF;1X6mm2;0.6/1kV;OH";;"M";"11452";NULL;NULL
"1340";"000000004160036";"CABLE CTRL;NYMHY;4X2.5mm2;0.6/1kV;OH";;"M";"23100";NULL;NULL
"1341";"000000004160036";"CABLE CTRL;NYMHY;4X2.5mm2;0.6/1kV;OH";;"M";"23100";NULL;NULL
"1342";"000000004190018";"UNIV ACC;BOLT & WASHER DIA14X35mm";;"BH";"0";NULL;NULL
"1343";"000000004190018";"UNIV ACC;BOLT & WASHER DIA14X35mm";;"BH";"0";NULL;NULL
"1344";"000000004190023";"UNIV ACC;BOLT HEXAG & NUT DIA6X20mm";;"BH";"0";NULL;NULL
"1345";"000000004190023";"UNIV ACC;BOLT HEXAG & NUT DIA6X20mm";;"BH";"0";NULL;NULL
"1346";"000000004190025";"UNIV ACC;BOLT HEXAG & NUT DIA6X70mm";;"BH";"0";NULL;NULL
"1347";"000000004190025";"UNIV ACC;BOLT HEXAG & NUT DIA6X70mm";;"BH";"0";NULL;NULL
"1348";"000000004190040";"UNIV ACC;DAMAR ACRYLIC";;"LBR";"0";NULL;NULL
"1349";"000000004190040";"UNIV ACC;DAMAR ACRYLIC";;"LBR";"0";NULL;NULL
"1350";"000000004190051";"UNIV ACC;GALV ST 1IN";;"M";"0";NULL;NULL
"1351";"000000004190051";"UNIV ACC;GALV ST 1IN";;"M";"0";NULL;NULL
"1352";"000000004190052";"UNIV ACC;GALV ST 2.5IN";;"M";"209917";NULL;NULL
"1353";"000000004190052";"UNIV ACC;GALV ST 2.5IN";;"M";"209917";NULL;NULL
"1354";"000000004190054";"UNIV ACC;GALV ST 3/4IN";;"M";"32450";NULL;NULL
"1355";"000000004190054";"UNIV ACC;GALV ST 3/4IN";;"M";"32450";NULL;NULL
"1356";"000000004190060";"UNIV ACC;GROUND ROD BC DIA5/8INX6m";;"BTG";"187158";NULL;NULL
"1357";"000000004190060";"UNIV ACC;GROUND ROD BC DIA5/8INX6m";;"BTG";"187158";NULL;NULL
"1358";"000000004190068";"UNIV ACC;LOCK WASHER DIA6mm";;"BH";"0";NULL;NULL
"1359";"000000004190068";"UNIV ACC;LOCK WASHER DIA6mm";;"BH";"0";NULL;NULL
"1360";"000000004190069";"UNIV ACC;LOCK WASHER DIA8mm";;"BH";"0";NULL;NULL
"1361";"000000004190069";"UNIV ACC;LOCK WASHER DIA8mm";;"BH";"0";NULL;NULL
"1362";"000000004190070";"UNIV ACC;LPP FOR WS DIA3.5/5X30mm";;"BH";"0";NULL;NULL
"1363";"000000004190070";"UNIV ACC;LPP FOR WS DIA3.5/5X30mm";;"BH";"0";NULL;NULL
"1364";"000000004190084";"UNIV ACC;PLATE WASHER DIA6mm";;"BH";"0";NULL;NULL
"1365";"000000004190084";"UNIV ACC;PLATE WASHER DIA6mm";;"BH";"0";NULL;NULL
"1366";"000000004190085";"UNIV ACC;PLATE WASHER DIA8mm";;"BH";"0";NULL;NULL
"1367";"000000004190085";"UNIV ACC;PLATE WASHER DIA8mm";;"BH";"0";NULL;NULL
"1368";"000000004190094";"UNIV ACC;U BOLT DIA14X70X122mm";;"BH";"2900";NULL;NULL
"1369";"000000004190094";"UNIV ACC;U BOLT DIA14X70X122mm";;"BH";"0";NULL;NULL
"1370";"000000004190111";"UNIV ACC;KUNCI HS/LS";;"BH";"0";NULL;NULL
"1371";"000000004190111";"UNIV ACC;KUNCI HS/LS";;"BH";"0";NULL;NULL
"1372";"000000004190130";"UNIV ACC;BOLT W & N WASH DIA16X200mm";;"BH";"0";NULL;NULL
"1373";"000000004190130";"UNIV ACC;BOLT W & N WASH DIA16X200mm";;"BH";"0";NULL;NULL
"1374";"000000004190646";"UNIV ACC;COVER BUSHING TRAFO";;"BH";"649000";NULL;NULL
"1375";"000000004190646";"UNIV ACC;COVER BUSHING TRAFO";;"BH";"649000";NULL;NULL
"1376";"000000007010021";"TOOL M;BLENDER GAS KECIL";;"BH";"209000";NULL;NULL
"1377";"000000007010021";"TOOL M;BLENDER GAS KECIL";;"BH";"209000";NULL;NULL
"1378";"000000007010024";"TOOL M;BOX COMPLETE";;"SET";"0";NULL;NULL
"1379";"000000007010024";"TOOL M;BOX COMPLETE";;"SET";"0";NULL;NULL
"1380";"000000007010102";"TOOL M;HAND PRESS 16-300mm";;"BH";"0";NULL;NULL
"1381";"000000007010102";"TOOL M;HAND PRESS 16-300mm";;"BH";"0";NULL;NULL
"1382";"000000007010105";"TOOL M;HAND PRESS SMALL";;"BH";"0";NULL;NULL
"1383";"000000007010105";"TOOL M;HAND PRESS SMALL";;"BH";"0";NULL;NULL
"1384";"000000007010274";"TOOL M;U.GROUND CABLE SPHERICAL MARKER";;"BH";"470250";NULL;NULL
"1385";"000000007010274";"TOOL M;U.GROUND CABLE SPHERICAL MARKER";;"BH";"470250";NULL;NULL
"1386";"000000007010701";"TOOL M;UNDERGROUND CABLE FAULT DETECTOR";;"SET";"0";NULL;NULL
"1387";"000000007010701";"TOOL M;UNDERGROUND CABLE FAULT DETECTOR";;"SET";"0";NULL;NULL
"1388";"000000007011409";"TOOL M;POWER BANK 250 KVA";;"U";"330000000";NULL;NULL
"1389";"000000007011409";"TOOL M;POWER BANK 250 KVA";;"U";"330000000";NULL;NULL
"1390";"000000007020004";"TOOL E;TURN RATIO TEST TRF 3PH";;"SET";"173250000";NULL;NULL
"1391";"000000007020004";"TOOL E;TURN RATIO TEST TRF 3PH";;"SET";"173250000";NULL;NULL
"1392";"000000007020010";"TOOL E;CAR UNIT SUBSTATION";;"U";"222119160";NULL;NULL
"1393";"000000007020010";"TOOL E;CAR UNIT SUBSTATION";;"U";"222119160";NULL;NULL
"1394";"000000007020011";"TOOL E;CBL LENGTH METER TDR 900";;"SET";"0";NULL;NULL
"1395";"000000007020011";"TOOL E;CBL LENGTH METER TDR 900";;"SET";"0";NULL;NULL
"1396";"000000007020033";"TOOL E;HIGH VOLTAGE AC CBL PROXITY ALARM";;"SET";"0";NULL;NULL
"1397";"000000007020033";"TOOL E;HIGH VOLTAGE AC CBL PROXITY ALARM";;"SET";"0";NULL;NULL
"1398";"000000007020046";"TOOL E;LIVE CABLE IDENTIFIER";;"SET";"58300000";NULL;NULL
"1399";"000000007020046";"TOOL E;LIVE CABLE IDENTIFIER";;"SET";"58300000";NULL;NULL
"1400";"000000007020101";"TOOL E;TRACER CABLE";;"SET";"0";NULL;NULL
"1401";"000000007020101";"TOOL E;TRACER CABLE";;"SET";"0";NULL;NULL
"1402";"000000007020121";"TOOL E;VOLTAGE POL DIRECT RELAY";;"BH";"20350000";NULL;NULL
"1403";"000000007020121";"TOOL E;VOLTAGE POL DIRECT RELAY";;"BH";"20350000";NULL;NULL
"1404";"000000007020277";"TOOL E;PHASE DETECTOR RST";;"SET";"182595000";NULL;NULL
"1405";"000000007020277";"TOOL E;PHASE DETECTOR RST";;"SET";"182595000";NULL;NULL
"1406";"000000007020278";"TOOL E;CAR UNIT MV CABLE";;"U";"1752429426";NULL;NULL
"1407";"000000007020278";"TOOL E;CAR UNIT MV CABLE";;"U";"0";NULL;NULL
"1408";"000000007020296";"TOOL E;PARTIAL DISCHARGE 20kV";;"SET";"217250000";NULL;NULL
"1409";"000000007020296";"TOOL E;PARTIAL DISCHARGE 20kV";;"SET";"217250000";NULL;NULL
"1410";"000000007020354";"TOOL E;INFRARED CAMERA";;"BH";"110000000";NULL;NULL
"1411";"000000007020354";"TOOL E;INFRARED CAMERA";;"BH";"110000000";NULL;NULL
"1412";"000000007020533";"TOOL E;RELAY TESTER UNIT";;"U";"0";NULL;NULL
"1413";"000000007020533";"TOOL E;RELAY TESTER UNIT";;"U";"0";NULL;NULL
"1414";"000000007021044";"TOOL E;UNDER GROUND CABLE RFID TYPE 2273";;"BH";"121550000";NULL;NULL
"1415";"000000007021044";"TOOL E;UNDER GROUND CABLE RFID TYPE 2273";;"BH";"121550000";NULL;NULL
"1416";"000000020500561";"CT;380/220V;SQUARE;150/5A;0.5S;5VA;P";;"BH";"1017225";NULL;NULL
"1417";"000000020500561";"CT;380/220V;SQUARE;150/5A;0.5S;5VA;P";;"BH";"1017225";NULL;NULL
"1418";"000000020500562";"CT;380/220V;SQUARE;200/5A;0.5S;5VA;P";;"BH";"1108977";NULL;NULL
"1419";"000000020500562";"CT;380/220V;SQUARE;200/5A;0.5S;5VA;P";;"BH";"1108977";NULL;NULL
"1420";"000000020500608";"CT;20KV;K;1000/5-5A;0,2S;10VA;ID";;"BH";"0";NULL;NULL
"1421";"000000020500608";"CT;20KV;K;1000/5-5A;0,2S;10VA;ID";;"BH";"0";NULL;NULL
